214
1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;1.0000000000;0.9995706312;0.9995706312;0.9995706312;0.9995706312;0.9995706312;0.9989265779;0.9980678403;0.9961356805;0.9950622585;0.9950622585;0.9942035208;0.9931300988;0.9909832546;0.9890510949;0.9858308287;0.9828252469;0.9813224560;0.9793902963;0.9778875054;0.9761700301;0.9738085015;0.9729497638;0.9714469729;0.9697294976;0.9686560756;0.9675826535;0.9647917561;0.9632889652;0.9615714899;0.9613568055;0.9587805925;0.9583512237;0.9577071705;0.9572778016;0.9553456419;0.9534134822;0.9499785316;0.9486904251;0.9484757407;0.9461142121;0.9446114212;0.9390296264;0.9330184629;0.8988836410;0.8720480893;0.8495062258;0.8355517389;0.8205238300;0.7977672821;0.7790897381;0.7556891370;0.7303563761;0.7078145127;0.6930012881;0.6691713182;0.6504937742;0.6279519107;0.6077715758;0.5863031344;0.5751395449;0.5659081151;0.5521683126;0.5401459854;0.5259768141;0.5167453843;0.5045083727;0.4969944182;0.4886217261;0.4738085015;0.4635036496;0.4516960069;0.4407471018;0.4274366681;0.4222842422;0.4128381280;0.3980249034;0.3862172606;0.3756977243;0.3653928725;0.3527264921;0.3477887505;0.3428510090;0.3349076857;0.3248175182;0.3138686131;0.3031343924;0.2973379133;0.2930442250;0.2883211679;0.2775869472;0.2651352512;0.2505367110;0.2387290683;0.2284242164;0.2221983684;0.2146844139;0.2022327179;0.1897810219;0.1811936453;0.1683125805;0.1612279948;0.1554315157;0.1492056677;0.1389008158;0.1311721769;0.1247316445;0.1159295835;0.1101331043;0.1082009446;0.1058394161;0.1004723057;0.0936024045;0.0901674538;0.0841562903;0.0809360240;0.0792185487;0.0777157578;0.0770717046;0.0725633319;0.0695577501;0.0678402748;0.0665521683;0.0663374839;0.0659081151;0.0650493774;0.0637612709;0.0626878489;0.0605410047;0.0583941606;0.0571060541;0.0549592100;0.0519536282;0.0476599399;0.0465865178;0.0433662516;0.0407900386;0.0390725633;0.0379991413;0.0369257192;0.0356376127;0.0347788751;0.0332760842;0.0324173465;0.0315586088;0.0296264491;0.0291970803;0.0281236582;0.0268355517;0.0264061829;0.0255474453;0.0246887076;0.0240446544;0.0223271790;0.0216831258;0.0199656505;0.0188922284;0.0176041219;0.0167453843;0.0152425934;0.0143838557;0.0133104337;0.0124516960;0.0120223272;0.0111635895;0.0109489051;0.0107342207;0.0100901675;0.0098754830;0.0094461142;0.0088020610;0.0083726921;0.0083726921;0.0083726921;0.0083726921;0.0083726921;0.0081580077;0.0081580077;0.0075139545;0.0072992701;0.0066552168;0.0064405324;0.0064405324;0.0055817948;0.0055817948;0.0051524259;0.0047230571;0.0047230571;0.0040790039;0.0034349506;0.0019321597;0.0012881065;0.0012881065;0.0012881065;0.0012881065;0.0010734221;0.0010734221;0.0004293688;0.0000000000
