214
0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0123;0.0000;0.0000;0.0000;0.0000;0.0185;0.0247;0.0556;0.0309;0.0000;0.0247;0.0309;0.0617;0.0556;0.0926;0.0864;0.0432;0.0556;0.0432;0.0494;0.0679;0.0247;0.0432;0.0494;0.0309;0.0309;0.0802;0.0432;0.0494;0.0062;0.0741;0.0123;0.0185;0.0123;0.0556;0.0556;0.0988;0.0370;0.0062;0.0679;0.0432;0.1605;0.1728;0.9815;0.7716;0.6481;0.4012;0.4321;0.6543;0.5370;0.6728;0.7284;0.6481;0.4259;0.6852;0.5370;0.6481;0.5802;0.6173;0.3210;0.2654;0.3951;0.3457;0.4074;0.2654;0.3519;0.2160;0.2407;0.4259;0.2963;0.3395;0.3148;0.3827;0.1481;0.2716;0.4259;0.3395;0.3025;0.2963;0.3642;0.1420;0.1420;0.2284;0.2901;0.3148;0.3086;0.1667;0.1235;0.1358;0.3086;0.3580;0.4198;0.3395;0.2963;0.1790;0.2160;0.3580;0.3580;0.2469;0.3704;0.2037;0.1667;0.1790;0.2963;0.2222;0.1852;0.2531;0.1667;0.0556;0.0679;0.1543;0.1975;0.0988;0.1728;0.0926;0.0494;0.0432;0.0185;0.1296;0.0864;0.0494;0.0370;0.0062;0.0123;0.0247;0.0370;0.0309;0.0617;0.0617;0.0370;0.0617;0.0864;0.1235;0.0309;0.0926;0.0741;0.0494;0.0309;0.0309;0.0370;0.0247;0.0432;0.0247;0.0247;0.0556;0.0123;0.0309;0.0370;0.0123;0.0247;0.0247;0.0185;0.0494;0.0185;0.0494;0.0309;0.0370;0.0247;0.0432;0.0247;0.0309;0.0247;0.0123;0.0247;0.0062;0.0062;0.0185;0.0062;0.0123;0.0185;0.0123;0.0000;0.0000;0.0000;0.0000;0.0062;0.0000;0.0185;0.0062;0.0185;0.0062;0.0000;0.0247;0.0000;0.0123;0.0123;0.0000;0.0185;0.0185;0.0432;0.0185;0.0000;0.0000;0.0000;0.0062;0.0000;0.0185;0.0123
