0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1;1673;0;0;0;0;0;1389;0;0;0;0;0;3442;0;0;0;0;0;603;0;0;0;0;0;1633;0;0;0;0;0;1383;0;0;0;0;0;3733;0;0;0;0;0;729;0;0;0;0;0
2;3216;0;0;0;0;0;2583;0;0;0;0;0;6610;0;0;0;0;0;1122;0;0;0;0;0;3112;0;0;0;0;0;2629;0;0;0;0;0;6917;0;0;0;0;0;1379;0;0;0;0;0
3;4566;0;0;0;0;0;3702;0;0;0;0;0;9480;0;0;0;0;0;1537;0;0;0;0;0;4325;0;0;0;0;0;3727;0;0;0;0;0;9826;0;0;0;0;0;1916;0;0;0;0;0
4;5702;0;0;0;0;0;4702;0;0;0;0;0;11924;0;0;0;0;0;1975;0;0;0;0;0;5481;0;0;0;0;0;4686;0;0;0;0;0;12398;0;0;0;0;0;2451;0;0;0;0;0
5;6716;0;0;0;0;0;5561;0;0;0;0;0;13974;0;0;0;0;0;2377;0;0;0;0;0;6535;0;0;0;0;0;5569;0;0;0;0;0;14736;0;0;0;0;0;2904;0;0;0;0;0
6;7672;0;0;0;0;0;6377;0;0;0;0;0;15885;0;0;0;0;0;2668;0;0;0;0;0;7454;0;0;0;0;0;6348;0;0;0;0;0;16868;0;0;0;0;0;3343;0;0;0;0;0
7;8529;0;0;0;0;0;7079;0;0;0;0;0;17645;0;0;0;0;0;2986;0;0;0;0;0;8294;0;0;0;0;0;7013;0;0;0;0;0;18771;0;0;0;0;0;3716;0;0;0;0;0
8;9282;0;0;0;0;0;7734;0;0;0;0;0;19197;0;0;0;0;0;3266;0;0;0;0;0;9015;0;0;0;0;0;7611;0;0;0;0;0;20404;0;0;0;0;0;4049;0;0;0;0;0
9;9934;0;0;0;0;0;8249;0;0;0;0;0;20617;0;0;0;0;0;3488;0;0;0;0;0;9688;0;0;0;0;0;8195;0;0;0;0;0;21941;0;0;0;0;0;4377;0;0;0;0;0
10;10501;0;0;0;0;0;8726;0;0;0;0;0;21927;0;0;0;0;0;3664;0;0;0;0;0;10324;0;0;0;0;0;8725;0;0;0;0;0;23318;0;0;0;0;0;4643;0;0;0;0;0
11;11131;0;0;0;0;0;9233;0;0;0;0;0;23159;0;0;0;0;0;3819;0;0;0;0;0;10878;0;0;0;0;0;9129;0;0;0;0;0;24526;0;0;0;0;0;4913;0;0;0;0;0
12;11689;0;0;0;0;0;9680;0;0;0;0;0;24155;0;0;0;0;0;4011;0;0;0;0;0;11430;0;0;0;0;0;9559;0;0;0;0;0;25642;0;0;0;0;0;5166;0;0;0;0;0
13;12137;0;0;0;0;0;10128;0;0;0;0;0;25009;0;0;0;0;0;4181;0;0;0;0;0;11955;0;0;0;0;0;9957;0;0;0;0;0;26629;0;0;0;0;0;5367;0;0;0;0;0
14;12543;0;0;0;0;0;10433;0;0;0;0;0;25880;0;0;0;0;0;4305;0;0;0;0;0;12398;0;0;0;0;0;10346;0;0;0;0;0;27526;0;0;0;0;0;5547;0;0;0;0;0
15;12933;0;0;0;0;0;10760;0;0;0;0;0;26647;0;0;0;0;0;4469;0;0;0;0;0;12753;0;0;0;0;0;10659;0;0;0;0;0;28416;0;0;0;0;0;5717;0;0;0;0;0
16;13328;0;0;0;0;0;11075;0;0;0;0;0;27430;0;0;0;0;0;4569;0;0;0;0;0;13119;0;0;0;0;0;10892;0;0;0;0;0;29102;0;0;0;0;0;5876;0;0;0;0;0
17;13712;0;0;0;0;0;11343;0;0;0;0;0;28127;0;0;0;0;0;4696;0;0;0;0;0;13407;0;0;0;0;0;11135;0;0;0;0;0;29805;0;0;0;0;0;6008;0;0;0;0;0
18;14025;0;0;0;0;0;11538;0;0;0;0;0;28763;0;0;0;0;0;4791;0;0;0;0;0;13701;0;0;0;0;0;11360;0;0;0;0;0;30526;0;0;0;0;0;6116;0;0;0;0;0
19;14287;0;0;0;0;0;11714;0;0;0;0;0;29286;0;0;0;0;0;4902;0;0;0;0;0;13975;0;0;0;0;0;11585;0;0;0;0;0;31200;0;0;0;0;0;6242;0;0;0;0;0
20;14550;0;0;0;0;0;11931;0;0;0;0;0;29774;0;0;0;0;0;4999;0;0;0;0;0;14226;0;0;0;0;0;11817;0;0;0;0;0;31730;0;0;0;0;0;6331;0;0;0;0;0
21;14758;0;0;0;0;0;12158;0;0;0;0;0;30231;0;1;0;0;0;5065;0;0;0;0;0;14447;0;0;0;0;0;12017;0;0;0;0;0;32316;0;0;0;0;0;6379;0;0;0;0;0
22;15003;0;0;0;0;0;12317;0;0;0;0;0;30643;1;1;1;0;0;5139;0;0;0;0;0;14629;1;0;0;0;0;12261;0;0;0;0;0;32872;0;0;0;0;0;6431;0;0;0;0;0
23;15169;0;0;0;0;0;12461;0;0;0;0;0;31118;0;1;2;0;0;5210;0;0;0;0;0;14765;1;0;0;0;0;12457;0;0;0;0;0;33335;0;0;0;0;0;6520;0;0;0;0;0
24;15321;0;0;0;0;0;12599;0;0;0;0;0;31462;1;0;2;0;1;5267;0;0;0;0;0;14988;0;0;1;0;0;12600;0;0;0;0;0;33704;0;0;0;0;0;6628;0;0;0;0;0
25;15474;1;0;0;0;0;12726;0;0;0;0;0;31790;0;0;3;0;1;5302;0;0;0;0;0;15177;0;0;1;0;0;12741;0;0;0;0;0;34120;0;0;0;0;0;6702;0;0;0;0;0
26;15655;0;0;1;0;0;12897;0;0;0;0;0;32099;0;0;3;0;1;5371;0;0;0;0;0;15280;0;0;1;0;0;12867;1;0;0;0;0;34411;0;0;0;0;0;6763;0;0;0;0;0
27;15845;0;0;1;0;0;12984;0;0;0;0;0;32385;0;0;3;0;1;5399;0;0;0;0;0;15443;0;0;1;0;0;13038;0;1;0;0;0;34766;0;0;0;0;0;6842;0;0;0;0;0
28;15967;0;0;1;0;0;13102;0;0;0;0;0;32647;0;0;3;0;1;5436;0;0;0;0;0;15599;0;0;1;0;0;13143;0;1;0;0;0;35161;0;0;0;0;0;6902;1;0;0;0;0
29;16046;0;0;1;0;0;13212;0;0;0;0;0;32892;0;0;3;0;1;5487;0;0;0;0;0;15735;0;0;1;0;0;13266;0;1;0;0;0;35446;0;1;0;0;0;6931;1;0;0;0;0
30;16200;0;0;1;0;0;13288;0;0;0;0;0;33201;0;0;3;0;1;5545;0;0;0;0;0;15868;0;0;1;0;0;13334;0;1;0;0;0;35635;0;0;1;0;0;6973;0;1;0;0;0
31;16256;0;0;1;0;0;13410;0;0;0;0;0;33433;0;0;3;0;1;5542;0;0;0;0;0;15975;0;0;1;0;0;13492;0;0;0;0;1;35901;0;0;1;0;0;7054;0;0;1;0;0
32;16365;0;0;1;0;0;13489;0;0;0;0;0;33712;0;0;3;0;1;5617;0;0;0;0;0;16098;0;0;1;0;0;13523;0;0;0;0;1;36076;0;0;1;0;0;7122;0;0;1;0;0
33;16478;0;0;1;0;0;13556;0;0;0;0;0;33932;0;1;3;0;2;5643;0;0;0;0;0;16174;0;0;1;0;0;13579;0;0;0;0;1;36385;0;0;1;0;0;7203;0;0;1;0;0
